ð ə; the
ɹ ˈ ɪ dʒ; ridge
g ˈ aɪ d; guide
ˈ æ n d ɝ s ə n; andersen anderson andersson
f ˈ ɪ ʃ ɪ ŋ; fishing phishing
s k ˈ ɛ dʒ ʊ l; schedule
t ɛ k n ˈ i k; technique
s ə l ˈ u ʃ ə n; solution
p ˈ ɑ ɹ t n ɝ z; partner's partners partners'
k w ˈ ɛ s tʃ ə n z; question's questions questions'
k ə l ˈ ɛ k ʃ ə n z; collections
k ə n s ˈ ɝ n z; concern's concerns concerns'
m ˈ æ p; map mapp
ɹ ˈ eɪ t s; rate's rates
v ˈ ɪ z ɪ t ɝ z; visitor's visitors visitors'
f ˈ i l; feel feil fiel foell
ˈ ɪ n ɝ; inner
b ˈ ɛ l dʒ ə m; belgium
m ˈ ɑ ɹ k ə t s; market's markets
dʒ ˈ ɛ n d ɝ; gender
tʃ ˈ ɑ ɹ t ɝ; charter
d ə b ˈ eɪ t; debate
m ˈ u n; moon moone
g ˈ ɑ ɹ d ə n z; garden's gardens
æ n t ˈ oʊ n ˌ i oʊ; antonio
s t ˈ i m; steam
g ˈ ʌ l f; gulf
f ˈ ɔ ɹ m ə l i; formally
m ˈ ɪ s ɪ z; missis missus mrs mrs.
ˌ ɪ n d ˈ ɪ dʒ ə n ə s; indigenous
d ˈ ʌ b l ɪ n; dublin
g ɹ ˈ eɪ; gray graye grey
tʃ ˈ aɪ l d h ˌ ʊ d; childhood
ə p ˈ ɪ n j ə n; opinion
m ˈ ɛ n t ə l; mental
ˈ ɑ t ə m ə n; ottoman
s ˈ oʊ ʃ ə l ə s t; socialist
k ˈ ɑ n t ɛ k s t; context
t ˈ ɝ m ə n ə l; terminal
g ˌ ɪ t ˈ ɑ ɹ ɪ s t; guitarist
ˈ ɔ θ ɝ z; author's authors authors'
w ˈ ɑ tʃ; watch
s w ˈ ɪ m ɪ ŋ; swimming
ˈ æ d ə m; adam
h ˈ ɑ ɹ v ɝ d; harvard
p ɹ i p ˈ ɛ ɹ d; prepared
b ɹ ˈ ɪ k; bric brick bryk
ˈ æ l ə n; aalen alan allan allen
d ˌ ɛ f ə n ˈ ɪ ʃ ə n; definition
s ˈ ɔɪ l; soil
k ɹ ˈ ɪ t ə s ˌ aɪ z d; criticized
k ə m p ˈ oʊ n ə n t s; components
k ə n t ˈ ɪ n j u ɪ ŋ; continuing
p ˈ ɛ ɹ ə l ˌ ɛ l; parallel
f l ˈ oʊ z; flows
ɹ ɪ p l ˈ eɪ s m ə n t; replacement
f ˈ ɔ ɹ ə s t s; forest's forests
s t ˈ eɪ d; stade staid stayed
s ˈ i ˌ i ˈ oʊ; ceo
k l ˈ æ s ə f ˌ aɪ d; classified
d ˈ ɑ; da
k l ˈ ɑ ɹ k; clark clarke
s ə k s ˈ ɛ s ɝ; successor
b ˈ ɛ ɹ; baer bahr bair bare bear behr
p ˈ u l; pool poole poul
f ɹ ˈ eɪ m; fraim frame
k ˈ ʌ v ɝ ə dʒ; coverage
k ˈ ʌ v ɝ ɪ ŋ; covering
ˈ ɪ n d ə s t ɹ i z; industries industries' industry's
g ˈ ɔ ɹ d ə n; gordan gorden gordon
t ˈ æ ŋ k; tank tanke
m aɪ ˈ æ m i; miami
l ˈ ɪ ŋ k ə n; lincoln
p ˈ eɪ p ɝ z; paper's papers papers'
ˈ aɪ m; i'm
t ˈ ɛ m p ɝ ˌ ɛ ɹ i; temporary
w ˈ aɪ n; whine wine wyne
k ˌ ɛ ɹ ə k t ɝ ˈ ɪ s t ɪ k s; characteristics
t ˈ ɛ l; tel tell
ˈ ɑ n ɝ ˌ ɛ ɹ i; honorary honourary
ʃ ˈ ɔ ɹ; schor schorr shor shore shorr
ɝ ˈ eɪ n dʒ d; arranged
b ɹ ə z ˈ ɪ l j ə n; brazilian
g ɹ ˈ oʊ; gro groh grow growe
s ˈ æ t ə l ˌ aɪ t; satellite
m ˈ ɑ n j u m ə n t; monument
l ˈ ɛ dʒ ə s l ˌ eɪ tʃ ɝ; legislature
s ˈ ɪ s t ɝ z; sister's sisters
t ə m ˈ ɪ l; tamil
n ˈ ʌ n; none nuhn nun nunn
f ˈ aɪ n d ɪ ŋ; finding
k ˈ ɔ ɹ p ɝ ə t; corporate
d ˈ ɛ n m ˌ ɑ ɹ k; denmark
d ˈ ɝ; der dirr duhr durr
ɛ n ʃ ˈ ʊ ɹ; ensure
n ˈ ɛ t w ˌ ɝ k s; network's networks networks'
g ˈ eɪ; gai gay gaye guay
θ ɹ ˈ ɛ t; threat
ɹ i k w ˈ aɪ ɝ z; requires
k ˈ eɪ p ə b ə l; capable
l ˈ ɪ ŋ k t; linked
ˈ ɔ f ɝ ɪ ŋ; offering
k ˈ æ v ə l ɹ i; cavalry
ɪ k s p ɹ ˈ ɛ ʃ ə n; expression
b ˈ aʊ n d ɝ i; boundary
m ˈ ɛ s ə dʒ; message
k ə n ˈ ɛ t ə k ə t; connecticut
t ˈ ɛ s t s; test's tests tests'
ə k ˈ eɪ ʒ ə n ə l i; occasionally
ə p ˈ ɪ ɹ ɪ ŋ; appearing
m ˈ æ k s; mac's mack's macks macs max maxx
p ˈ ɑ ɹ k s; park's parkes parks parks'
k ə m ˈ ɪ ʃ ə n ɝ; commissioner
ɹ ɪ v ˈ aɪ v ə l; revival
s k ɹ ˈ ɪ p t; script
m ˌ ʌ n t ɹ i ˈ ɔ l; montreal
ɪ l ˈ ɛ v ə n; eleven
t ˈ oʊ k i ˌ oʊ; tokyo
d ɹ ˈ i m; dream
w ɛ ɹ ˈ æ z; whereas
ɹ ˌ ɛ p j ə t ˈ eɪ ʃ ə n; reputation
ɹ ˈ ɛ s k j u; rescue
ˈ ɔ ɹ θ ə d ˌ ɑ k s; orthodox
ˈ ɪ n s t ə n s; instance
p ˈ æ t ɹ ɪ k; patrick
s k ˈ aɪ; sky skye
k ˈ ɑ n s t ə n t; constant
ɹ ˌ ɛ s t ɝ ˈ eɪ ʃ ə n; restoration
ˌ ɑ p ɝ ˈ eɪ ʃ ə n ə l; operational
k ɹ ˈ ɪ t ɪ k; critic
w ˈ ʊ d ə n; wooden
l ˈ ɪ m ə t; limit
g ˈ ɔ n; gawne gone
h ˈ oʊ s t s; host's hosts
ˌ ɪ n f l u ˈ ɛ n ʃ ə l; influential
s ˈ ɔ l t; salt sault
ə g ˈ oʊ; ago
k ˈ ʌ p ə l z; couple's couples cupples
b ɹ ˈ æ n tʃ ə z; branches
θ ˈ ɪ ŋ; thing
k ˈ eɪ b ə l; cable kable
l ˈ æ b ɹ ə t ˌ ɔ ɹ i; laboratory
m ˈ ɛ t ɹ ˌ oʊ; metro
j u k ɹ ˈ eɪ n; ukraine
k ə n s ˈ ɪ d ɝ ə b ə l; considerable
ˈ ɛ d ə n b ɝ oʊ; edinboro edinburgh
s ˈ ʌ m w ˈ ʌ t; somewhat
ɛ m p l ˈ ɔɪ m ə n t; employment
ˈ ɛ n t ɝ ɪ ŋ; entering
ˈ ɛ l ə m ə n t; element
s ˈ ɪ n ə m ə; cinema
ɹ ˈ eɪ z; raise rase ray's rays raze re's rea's res
ˈ æ d ɪ ŋ; adding
j ˈ u z ɝ; user
s ˈ oʊ l ɝ; solar soler
ə k ˈ aʊ n t s; account's accounts
ˈ eɪ t θ; eighth
p ˈ oʊ ə m; poem
v ˈ i ˈ ɛ s; vs
l ˈ ɪ s t ɪ ŋ; listing
s t ɹ ə t ˈ i dʒ ɪ k; strategic
ˈ ɔ ɹ ə dʒ ɪ n z; origins
m ˈ ɛ d ə l z; medals
æ t l ˈ æ n t ə; atlanta
ɪ n k ɹ ˈ i s ɪ ŋ l i; increasingly
d ɪ p ɹ ˈ ɛ ʃ ə n; depression
p ɹ ˈ ɪ z ə n ɝ z; prisoner's prisoners prisoners'
v ˈ ɪ z ɪ t ɪ ŋ; visiting
s ˈ ɛ l ə b ɹ ˌ eɪ t ɪ d; celebrated
n ˈ ɛ ɹ oʊ; narrow
p ɹ ˈ ɑ p ɝ; proper propper
ə d ˈ ʌ l t s; adults adults'
p ɹ ˈ ɑ s ɛ s ə z; processes
h j ˈ u dʒ; huge
s ˈ ɛ n t ɝ z; center's centerre's centers centers' centres senters
θ ɹ ˈ ɛ t ə n d; threatened
v ˈ ɪ k t ə m z; victim's victims
d ɪ k l ˈ aɪ n; decline
ɹ ˌ ɛ v ə l ˈ u ʃ ə n ˌ ɛ ɹ i; revolutionary
ˈ ɔ s t ɹ i ə n; austrian
m ˈ i t s; meats meets meitz
k ˈ oʊ tʃ ɪ ŋ; coaching
k l ˈ i v l ə n d; cleaveland cleveland
ɹ ˈ æ p ə d; rapid
ˌ ɪ n ˈ ɪ ʃ ə t ɪ v; initiative
t ɹ ˈ eɪ d ɪ ŋ; trading
w ˈ ɔ k; walk walke
p l ˈ æ n ə t; planet
ə m ˈ ʌ ŋ s t; amongst
ˈ æ n j u ə l i; annually
p ˈ i k t; peaked peeked piqued
ˌ ɑ ɹ k ə t ˈ ɛ k tʃ ɝ ə l; architectural
d ˈ æ n; dahn dan dann
f ɹ ˈ æ n tʃ ˌ aɪ z; franchise
f ˈ ɔ ɹ m ɪ ŋ; forming
n ˈ u z p ˌ eɪ p ɝ z; newspaper's newspapers newspapers'
ɹ ˈ aɪ s; reiss rice wrice
æ m b ˈ æ s ə d ɝ; ambassador
ɹ ˈ aɪ ə n; rion ryan ryen ryon
dʒ ˈ ɑ b z; job's jobs jobs'
w ˈ ɛ l tʃ; welch welsh
ə tʃ ˈ i v; achieve
ɹ ˈ aɪ z ɪ ŋ; rising
p ˈ ɔ ɹ tʃ ə g ə l; portugal
tʃ ˈ ɛ ɹ ɪ t i; charity
d ɪ k l ˈ aɪ n d; declined
t ˈ ʌ n ə l; tunnel tunnell
ˈ ɛ n; en n n.
k ə n k ɹ ˈ i t; concrete
f ˈ ɪ l d; filled
k ˈ ɛ v ɪ n; kevin
d oʊ m ˈ eɪ n; domain domaine
ˈ ɛ ɹ ɪ k; ehrich eric erich erick erik
k ˈ ɑ ɹ d z; card's cards cards'
v i ˈ ɛ n ə; vienna
s ˈ ɝ dʒ ɝ i; surgery
p ɑ ɹ t ˌ ɪ s ə p ˈ eɪ ʃ ə n; participation
t ˈ ɛ ɹ ə t ˌ ɔ ɹ i z; territories
k ˈ æ m ɝ ə; camera
s t ɹ ˈ ɔ ŋ l i; strongly
k ɹ ˈ ɛ d ɪ t s; credit's credits
p ɹ ə p ˈ oʊ z ə l; proposal
b ˈ ɛ n ə f ɪ t; benefit
f ˈ ɪ k s t; fixed
ə p ˈ ɔɪ n t m ə n t; appointment
p l ˈ eɪ n; plain plane
j ˈ u n ə v ˌ ɝ s; universe
k ə n s ˈ ɪ d ɝ; consider
θ ˈ i m z; themes
k ə m p ˈ i t ɪ ŋ; competing
l ˈ ɛ dʒ ə n d; legend
ˈ æ n ə; anna
m ˈ eɪ n t ə n ə n s; maintenance
ɹ ɪ p l ˈ eɪ s ɪ ŋ; replacing
ˈ ɑ d i ˌ oʊ; audio
l ˈ ɔ ɹ ə n s; laurance laurence lawrance lawrence lorance lorence lowrance
t ˈ aɪ d; tide tied
t ˈ ɔ l; tall taul tol
m ˈ ʊ ɹ; moor moore muhr
l ˈ ɝ n; learn
ˈ ɛ n i θ ˌ ɪ ŋ; anything
s ɝ v ˈ aɪ v ɪ ŋ; surviving
h ˈ ɛ l p ɪ ŋ; helping
b ɹ ˈ ɪ ŋ ɪ ŋ; bringing
n ˈ i ð ɝ; neither
l ˈ ɪ v ɝ p ˌ u l; liverpool
ˈ ɑ n ɝ z; honor's honors honour's
v ˈ ɝ s ə s; versus
f ˈ ɪ l m d; filmed
s ˈ aɪ t ə d; cited
b ˈ eɪ s ə n; basin
m ˈ ɑ d ə f ˌ aɪ d; modified
h ˈ ɛ ɹ; hair haire hairr hare hehr herr herre
f ɹ ˈ i k w ə n s i; frequency
s ɝ ˈ aʊ n d ɪ d; surrounded
v ˈ ɛ s ə l z; vessel's vessels
ˌ ɪ n v ˈ ɑ l v m ə n t; involvement
m ˈ aʊ θ; mouth
ɪ k s p l ˈ eɪ n d; explained
k ˌ ɑ n s t ə t ˈ u ʃ ə n ə l; constitutional
s p ˈ i k; speak speake
tʃ ˈ eɪ n dʒ ɪ ŋ; changing
t ɹ ˈ aɪ b; tribe
l ˈ æ n d s k ˌ eɪ p; landscape
k ə m p l ˈ i ʃ ə n; completion
d ˈ eɪ t ɪ d; dated
g ˈ eɪ t; gait gate
m ˈ oʊ d; moad mode moede mowed
m ə l ˈ eɪ ʒ ə; malaysia
ˈ æ b i; abbe abbey abbie abby abie
l ˈ ɪ s t s; list's lists
g ɹ ˈ oʊ n; groan groen grone grown
m ˈ u v i z; movie's movies
k ˈ ɑ n d ə k t; conduct
ˈ ʌ ŋ k ə l; uncle
ɪ g z ˈ ɪ s t ə d; existed
s ˈ eɪ f; safe
t ˈ u l z; tools
s p ɹ ˈ ɪ ŋ z; spring's springs
s ˈ u ə s ˌ aɪ d; suicide
g ɹ ˈ æ dʒ ə w ˌ eɪ t ɪ ŋ; graduating
b ˈ ɔ l t ə m ˌ ɔ ɹ; baltimore
h ˈ ʌ n d ɹ ə d z; hundreds
s i ˈ æ t ə l; seattle
m ˈ u v m ə n t s; movement's movements
s t ɹ ˈ ʌ k; struck
t ɹ ˈ u θ; truth
ˈ ɑ ɹ m; arm
d ˈ ʌ b ə l z; doubles
v ˈ oʊ k ə l; vocal
m ˈ æ s t ɝ z; master's masters masters'
ɹ ˈ ɑ dʒ ɝ; rodger roger
ˈ æ d v ɝ t ˌ aɪ z ɪ ŋ; advertising
ˈ i z i; easy
ɪ l ˈ ɛ k t ɹ ɪ k ə l; electrical
k ˈ ɑ l ɪ dʒ ɪ z; college's colleges colleges'
ɪ k s p ˌ ɛ ɹ ɪ m ˈ ɛ n t ə l; experimental
f ˈ æ n; fan fann phan
s k ˈ ɪ n; skin
m ˈ aʊ n t ə d; mounted
m ˈ ɑ ɹ g ɝ ɪ t; margaret
m ˈ ɑ n ə s t ˌ ɛ ɹ i; monastery
h ˈ æ p ə n d; happened
s ˈ aɪ n ɪ ŋ; signing
d ɹ ˈ ɔ ɪ ŋ; drawing
m ˈ ɪ ʃ ə n z; mission's missions
ˈ ɪ n t ə g ɹ ˌ eɪ t ə d; integrated
s t ˈ ʌ d i ɪ ŋ; studying
ɹ ˈ æ ŋ k ɪ ŋ; ranking
s ˈ ʌ m ə t; summit
m ˈ æ n ɝ; manner manor
s p ˈ i k ɝ; speaker spieker
l ˈ eɪ k s; lake's lakes lakes'
l ˈ ɑ s; las
h ə ŋ g ˈ ɛ ɹ i ə n; hungarian
ə k ˈ eɪ ʒ ə n z; occasions
w ˈ ɔ k ɝ; walker
t ˈ æ l ə n t; talent
ˈ ɛ d ə t ə d; edited
f ˈ aɪ l d; filed
d ɪ z ˈ aɪ n ɝ; designer
ɪ k s p ˈ ɪ ɹ i ə n s ɪ z; experiences
ɹ ˌ ɛ p ɹ ə z ɛ n t ˈ eɪ ʃ ə n; representation
ə p ˈ ɛ ɹ ə n t l i; apparently
ɹ ˈ aʊ n d z; round's rounds
m ˈ æ s ɪ v; massive
h ˈ ɔ ɹ s ə z; horse's horses
ˌ ɪ n d oʊ n ˈ i ʒ ə; indonesia
ˈ ɪ n d ə k ˌ eɪ t ə d; indicated
p ˈ ɪ t s b ɝ g; pittsburg pittsburgh
p ˈ oʊ ə m z; poems
n ˌ ɑ m ə n ˈ eɪ ʃ ə n; nomination
t ˈ ʊ ɹ ˌ ɪ z ə m; tourism
ˌ ɪ l ˈ i g ə l; illegal
m ˈ i t ɪ ŋ z; meeting's meetings
b ˈ ʊ ʃ; busch bush
m ˈ eɪ k ˌ ʌ p; make-up makeup
ˌ ɛ l ə v ˈ eɪ ʃ ə n; elevation
p ɹ ə g ɹ ˈ ɛ s ɪ v; progressive
s ɪ k j ˈ ʊ ɹ; secure
k ˌ ɑ n t ɹ ə v ˈ ɝ ʃ ə l; controversial
l ˈ æ s t ə d; lasted
k ˈ ɛ n t; kent
s t ɹ ˈ i m; stream
d ˈ eɪ v; dave
ɹ ˈ ɛ v ə n ˌ u; revenue
s p ˈ ɪ ɹ ɪ tʃ ˌ u ə l; spiritual
k l ˈ ɪ n ə k ə l; clinical
s u p ˈ ɪ ɹ i ɝ; superior
ˈ aʊ t p ˌ ʊ t; output
d ˈ i ˌ ɛ n ˈ eɪ; dna
h ˈ ʌ ŋ g ɝ i; hungary
m ˈ ɪ n ə m ə m; minimum
ɹ ˈ i oʊ; reo rio
k ˈ ɪ m; kim kimm kym
m ˈ oʊ m ə n t; moment
ɪ l ˈ ɪ m ə n ˌ eɪ t ɪ d; eliminated
s t ˈ aɪ l z; stiles styles
t ˈ ʊ ɹ ɪ ŋ; touring turing
s ˈ ɑ l ə d; solid
b ˈ ɛ ɹ z; bares bear's bears bears' berres bures
t ˈ ʌ tʃ d ˌ aʊ n; touchdown
p ɹ ˈ ɪ n s ə p ə l z; principal's principals principles
s p ˈ i k ɪ ŋ; speaking
s k ˈ ɑ l ɝ ʃ ˌ ɪ p; scholarship
n ˈ ɛ t; net nett
m ˈ i d i ə m; medium
k ˈ ɑ n s ɝ t s; concerts
d ɪ n ˈ aɪ d; denied
k ˈ ɑ l ə m; collom collum colomb column
θ ˈ aʊ z ə n d; thousand
ɪ k w ˈ ɪ p t; equipped
ɪ f ˈ ɛ k t ɪ v l i; effectively
ʃ ˈ ɛ l; shell
k ˈ ɑ ɹ l; carl carll karl
n ˈ ɔ ɹ m ə l i; normally
ɛ k s t ɹ ˈ i m; extreme
p ɹ ə d ˈ u s ɝ z; producer's producers producers'
t ˈ ɝ n ɪ ŋ; turning
ˈ ɪ n d ɛ k s; index
ɹ ˈ aɪ v ə l; rival
b ˈ ɑ n d; bond bonde
f ˈ i d; fede feed
ə n j ˈ u ʒ ˌ u ə l; unusual
h ˈ ɛ n s; hence hense
ˈ æ l ə k s; alex alexs
s ə p ˈ ɔ ɹ t ɝ z; supporters
h ˈ ɛ ɹ ɪ s; harris harris'
b ˈ æ ɹ ə n; baron barren barron
dʒ ˈ ɔ ɹ d ə n; jordan jorden jordon
l ˈ aɪ s ə n s; licence license
ˈ ɑ p ʃ ə n; option
ə l ˈ ɛ dʒ d; alleged
b ɹ ˈ ɔ d w ˌ eɪ; broadway
s ˈ ɪ m ə l ɝ l i; similarly
p ɝ f ˈ ɛ k t; perfect
ˌ æ d ə p t ˈ eɪ ʃ ə n; adaptation
p ˈ ɛ n ə l t i; penalty
b ɹ ˈ u s; bruce
s l ˈ oʊ; sloe slow
d ˈ ɛ z ɝ t; desert
d ˈ æ l ə s; dallas dallas'
v ˈ oʊ t ɪ ŋ; voting
ə t ɹ ˈ æ k t ɪ d; attracted
k ˈ ɛ n ə d i; kennedy
v ˈ ɪ z ə b ə l; visible
ɹ ˈ ɑ s; ross ross' rosse
v ˈ ɛ s ə l; vesel vessel vessell
b ˈ ɔ ɹ d ɝ z; boarders border's borders
s ˈ ɪ ŋ; sing singh
p ɔ ɹ t ɹ ˈ eɪ d; portrayed
s ˈ ɛ ɹ ə; cera cerra sara sarah serra
t ɹ ˈ æ n z ɪ t; transit
f l ˈ aɪ; fly flye
ə p ɹ ˈ u v ə l; approval
f ˈ oʊ n; fone phone
æ k s ˈ ɛ p t; accept
ʃ ˈ ɛ ɹ z; chaires share's shares shares' sherr's
ˈ eɪ b ˌ i s ˌ i; abc
v ˈ ɪ d i oʊ z; video's videos
ɹ oʊ m ˈ eɪ n i ə; romania
ɹ ˈ ɛ z ɪ d ə n t; resident
ˈ aʊ t ɝ; outer
f ɹ ˈ u t; fruit
ˈ ɛ k s ə k j ˌ u t ɪ d; executed
w ˈ aɪ d s p ɹ ˈ ɛ d; widespread
ˈ ɑ ɹ k ə n s ˌ ɑ; arkansas
m ˈ ɔ ɹ g ə n; morgan morgen morgun
ɹ ˈ æ p ə d l i; rapidly
b ˈ ɝ m ɪ ŋ h ˌ æ m; birmingham
s ˈ i dʒ; seige siege
ɝ ˈ ɛ s t; arrest
p ɑ ɹ t ˈ ɪ s ə p ə n t s; participants participants'
f ˈ ɪ n l ˌ æ n d; finland
ʃ ˈ ʊ g ɝ; sugar
g ɹ ˈ æ dʒ u ə l i; gradually
k ə n s ˈ ɝ n; concern
k ə n s ˈ ɝ n d; concerned
ˈ ɛ n b ˌ i ˈ eɪ; nba
m ˈ ɝ tʃ ə n t; merchant
t ɹ ə d ˈ ɪ ʃ ə n ə l i; traditionally
s k ˈ ɑ l ɝ; scholar
g ɹ ˈ eɪ t l i; greatly
p ˈ æ n ə l; panel pannell
ˈ eɪ dʒ ə n s i z; agencies agencies' agency's
h ˈ æ p i; happy
k ə m p ˈ ɛ t ə t ɪ v; competitive
d ˈ ɑ k j ə m ɛ n t; document
ð ɛ ɹ ˈ æ f t ɝ; thereafter
dʒ ˈ eɪ n; jane jayne
ˈ æ k t ɪ d; acted
w ˈ i k ˌ ɛ n d; weekend
d ɪ p ˈ ɑ ɹ tʃ ɝ; departure
b l ˈ ɑ k s; bloc's bloch's block's blocks blocs
d ˈ ɛ p θ; depth
ɹ ˌ ɛ k ə m ˈ ɛ n d ɪ d; recommended
n ˈ ɑ t s i; nazi
k ˈ ɛ l i; kelley kelli kellie kelly
f ˈ eɪ v ɝ; faivre faver favor favour favre
ˈ ɔ s t ə n; austin auston
k ˌ ɑ m p ə l ˈ eɪ ʃ ə n; compilation
t ˈ ɪ m; tim timm timme
b ˈ ɛ n ə f ɪ t s; benefits
p ɹ ˈ ɑ s ɛ s ɪ ŋ; processing
ˈ ɛ n dʒ ə n ˈ ɪ ɹ z; engineers engineers'
ə s ˈ ɔ l t; assault
k ˈ ɑ m ɝ s; commerce
f ˈ ɪ k ʃ ə n ə l; fictional
ˈ ɪ n ɪ ŋ z; innings
b ˈ æ t ɝ i; battery
t ɹ ˈ æ v ə l d; traveled travelled
p ˈ ɪ k; pic pick pik
s ˈ ɛ ʃ ə n z; session's sessions sessions'
w ˈ aɪ l d l ˌ aɪ f; wildlife
f ˈ aɪ l; file pfeil phyle
m ˈ æ t; mat matt matte
ɹ ˈ eɪ l w ˌ eɪ z; railway's railways
f ɹ ˈ æ ŋ k l ɪ n; francklin francklyn franklin franklyn
p ˈ æ s ə dʒ; passage
p ˌ ɑ p j ə l ˈ eɪ ʃ ə n z; populations
ɪ k s ˈ ɛ p ʃ ə n; exception
h ˈ ɪ ɹ oʊ; hero hiro
ɹ ˈ i s ɝ tʃ ɝ z; researchers researchers'
t ɹ ˈ i t ɪ d; treated
b j ˈ u t i; beauty
ˈ eɪ dʒ ə n t s; agent's agents agents'
b ɪ g ˈ ʌ n; begun
dʒ ˈ ɪ m i; jimi jimmie jimmy
p ɹ ˈ ɪ n t ɪ d; printed
b ˈ æ tʃ ə l ɝ; bachelor batcheller batchelor
f ˈ ɪ ɹ; fear fier
s p ˈ oʊ k ə n; spoken
t ɹ æ n z ˈ ɪ ʃ ə n; transition
v ɪ k t ˈ ɔ ɹ i ə n; victorian
g ˈ ʌ v ɝ m ə n t s; government's governments
t w ˈ ɪ n; twin
m ˈ ɪ l z; mill's mills mills' mils milz
b ˈ ɪ l i; billie billy bily
s n ˈ oʊ; snow snowe
d ˈ oʊ n ˌ eɪ t ɪ d; donated
d ɪ s k ɹ ˈ aɪ b; describe
ɹ ˈ ʌ s ə l; russel russell rustle
p ɹ ˈ ɑ v ə n s ə z; provinces
ˌ ɛ v ə l ˈ u ʃ ə n; evolution
d aɪ ˈ æ m ə t ɝ; diameter
ɪ g z ˈ ɪ s t s; exists
ɹ i l ˈ eɪ ʃ ə n ʃ ˌ ɪ p s; relationships
k ˈ ʌ z ə n; cousin
w ˈ ɛ d ɪ ŋ; wedding
k ˈ ɑ ɹ b ə n; carbon karban
n ˌ ɛ v ɝ ð ə l ˈ ɛ s; nevertheless
ˈ ɪ n dʒ ɝ i z; injuries
k ˈ ɛ m ə s t ɹ i; chemistry
s ə p l ˈ aɪ z; supplies supply's
ˈ ɛ v ɹ i w ˌ ʌ n; everyone
t ɹ æ n s m ˈ ɪ ʃ ə n; transmission
h ɪ s t ˈ ɔ ɹ ɪ k ə l i; historically
ˌ ɑ p ɝ t ˈ u n ə t i z; opportunities
v ˈ ɛ n j u; venue
ɛ n k ˈ ɝ ɪ dʒ d; encouraged
ə b ɹ ˈ ɔ d; abroad
ɹ ˈ eɪ ʃ i ˌ oʊ; ratio
k ˌ ɑ n t ɹ ə b j ˈ u ʃ ə n; contribution
tʃ ˈ æ n ə l z; channel's channels
k ˌ ɑ n t ə n ˈ ɛ n t ə l; continental
d ɹ ˈ ʌ g z; drug's drugs drugs'
ˈ ɪ n d i ə n z; indian's indians indians'
s ˈ aɪ ə n t ɪ s t s; scientist's scientists scientists'
ˌ ɪ n s t ɹ ə m ˈ ɛ n t ə l; instrumental
p ɹ ˈ ɪ n t; print
f ɹ ˈ ɛ n d l i; friendly
ɹ ɪ l ˈ i s ɪ z; releases
ɹ ˈ ɛ d i; ready reddy redi
ə tʃ ˈ i v m ə n t; achievement
ˌ ɪ n t ɝ s ˈ ɛ k ʃ ə n; intersection
b ˈ oʊ t s; boat's boats
ʒ ˈ ɑ n ɹ ə; genre
s ə g n ˈ ɪ f ɪ k ə n s; significance
k ɹ ˈ ɪ s t ə f ɝ; christopher kristopher
ɹ ɪ m ˈ eɪ n d ɝ; remainder
m ə k ˈ æ n ɪ k ə l; mechanical
ɹ ˈ aɪ d ɪ ŋ; riding
s p ˈ ɛ n d ɪ ŋ; spending
p ˈ ɪ ɹ i ə d z; period's periods
k ˈ ʌ s t ə m ɝ z; customer's customers customers'
f ˈ ʊ l t ˌ aɪ m; full-time fulltime
ɹ ˈ oʊ l ɪ ŋ; roehling rohling roling rolling
n ˈ ɪ k; knick nic nick nik
m ˈ æ t ɝ z; matter's matters
h ˈ ɑ ɹ b ɝ; harber harbor harbour
k ˈ æ t ə g ˌ ɔ ɹ i z; categories
s ˈ ʌ f ɝ ɪ ŋ; suffering
ə s ˈ ɪ s t; assist
n ˈ aɪ n θ; ninth
ɹ ˈ i t ˌ eɪ l; retail
s ə p ˈ ɔ ɹ t s; supports
ˌ ɪ m ˈ i d ˌ i ə t; immediate
ˈ æ d ə m z; adam's adams adams' addams
p ˌ ɝ s ə n ˈ æ l ɪ t i; personality
n ˈ ɛ l s ə n; nelsen nelson
h ˈ i ɹ ɪ ŋ; hearing
d ɪ s t ɹ ˈ ʌ k ʃ ə n; destruction
t ˈ ɑ m p s ə n; thompsen thompson tompson
p ˈ oʊ s t ɪ d; posted
t ɛ k n ˈ ɑ l ə dʒ i z; technologies technology's
dʒ ˈ aɪ ə n t; giant
s ə v ˈ ɪ l j ə n; civilian
s ˈ aɪ n z; sign's signs sines
p ɹ ə z ˈ ɝ v d; preserved
t ˈ aɪ w ˈ ɑ n; taiwan
s ə b s t ˈ æ n ʃ ə l; substantial
k ˈ æ ʃ; cache cash kasch kash
ˈ oʊ v ɝ s ˈ i z; overseas
ˈ ɔ ɹ g ə n; organ
s t ˈ æ n l i; stanley stanly
n ˈ ɔ ɹ m ə n; norman
ɹ ˈ u l ɪ ŋ; ruling
t ˈ ʊ ɹ d; toured
f ˈ eɪ s ɪ ŋ; facing
ɪ k s t ˈ ɛ n t; extent
l ˈ eɪ; lait lay laye lei ley leyh
b ɹ ˈ ʊ k l ə n; brooklyn
h ɪ s p ˈ æ n ɪ k; hispanic
w ˈ ɑ n t s; wants wantz
ə b t ˈ eɪ n; obtain
m ˈ ɪ k s; mix
k ə n t ˈ ɛ s t ə d; contested
s p ˈ ɑ n s ɝ d; sponsored
ˈ ʌ n; un
h ˈ ɝ ə k ˌ eɪ n; hurricane
f ˈ ɪ f ɑ; fifa
ɪ ɹ ˈ ɛ k t ə d; erected
